transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,total_amount,discount_amount,payment_method,shipping_cost,order_status,channel
TXN0000002375,CUST004739,2023-06-22 12:29:53,PROD000013,1,334.47,334.47,0.0,PayPal,0.0,Completed,Mobile App
TXN0000012682,CUST004760,2024-09-16 10:06:24,PROD000120,2,160.76,321.52,0.0,Google Pay,0.0,Completed,In-Store
TXN0000013035,CUST001008,2023-06-24 07:10:02,PROD000156,2,11.08,22.16,0.0,PayPal,6.05,Completed,In-Store
TXN0000003206,CUST002654,2023-11-18 04:37:30,PROD000015,3,419.19,1257.57,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000002342,CUST002043,2024-11-15 21:14:20,PROD000187,1,271.67,271.67,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000007432,CUST001909,2024-06-11 14:51:30,PROD000020,1,223.82,223.82,0.0,Apple Pay,0.0,Completed,Website
TXN0000007394,CUST003548,2023-09-06 09:35:42,PROD000163,1,197.26,197.26,0.0,Debit Card,0.0,Completed,Website
TXN0000016038,CUST004754,2024-02-24 13:57:58,PROD000172,1,363.36,363.36,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000023368,CUST000374,2023-09-28 02:47:48,PROD000074,1,39.92,39.92,0.0,Apple Pay,12.81,Completed,Mobile App
TXN0000007293,CUST001255,2024-08-08 07:12:25,PROD000051,1,204.56,204.56,0.0,Apple Pay,0.0,Completed,Website
TXN0000008277,CUST003589,2024-10-27 08:24:56,PROD000150,1,329.51,329.51,0.0,Apple Pay,0.0,Completed,Website
TXN0000016205,CUST001294,2023-04-13 14:27:50,PROD000021,1,210.15,210.15,0.0,Credit Card,0.0,Completed,Website
TXN0000023663,CUST001222,2024-11-01 13:37:52,PROD000074,1,39.92,37.44,2.48,PayPal,7.58,Completed,Website
TXN0000000283,CUST003490,2024-02-01 22:00:58,PROD000015,2,419.19,838.38,0.0,PayPal,0.0,Completed,Website
TXN0000009491,CUST003791,2024-05-15 03:54:14,PROD000184,2,181.8,363.6,0.0,Google Pay,0.0,Completed,In-Store
TXN0000015579,CUST004409,2024-12-24 18:31:52,PROD000015,1,419.19,419.19,0.0,Google Pay,0.0,Completed,Website
TXN0000021693,CUST003897,2024-11-17 12:24:18,PROD000051,1,204.56,175.34,29.22,PayPal,0.0,Completed,Mobile App
TXN0000015461,CUST004834,2024-06-23 14:38:48,PROD000106,2,211.4,422.8,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000004410,CUST002098,2023-06-13 14:59:22,PROD000172,2,363.36,726.72,0.0,Credit Card,0.0,Completed,In-Store
TXN0000014799,CUST000944,2024-09-08 02:32:49,PROD000126,3,49.42,148.26,0.0,Credit Card,0.0,Completed,Website
TXN0000001744,CUST004981,2023-12-09 06:04:38,PROD000057,1,139.38,139.38,0.0,PayPal,0.0,Completed,Website
TXN0000024046,CUST000911,2024-12-22 23:09:15,PROD000015,1,419.19,419.19,0.0,Credit Card,0.0,Completed,In-Store
TXN0000004428,CUST001823,2024-10-31 10:45:56,PROD000089,1,266.69,266.69,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000010291,CUST001222,2023-08-01 10:36:26,PROD000134,1,32.54,32.54,0.0,Apple Pay,8.05,Completed,Mobile App
TXN0000011553,CUST002641,2024-07-16 09:53:53,PROD000134,3,32.54,97.62,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000024040,CUST002082,2024-06-02 04:43:30,PROD000094,1,159.21,159.21,0.0,Google Pay,0.0,Completed,Website
TXN0000012807,CUST001998,2023-01-28 14:06:37,PROD000006,1,211.22,186.22,25.0,Apple Pay,0.0,Completed,Mobile App
TXN0000004643,CUST004889,2024-05-02 19:53:00,PROD000051,2,204.56,409.12,0.0,PayPal,0.0,Completed,In-Store
TXN0000020027,CUST000644,2023-03-16 09:27:15,PROD000109,2,236.53,473.06,0.0,PayPal,0.0,Completed,Mobile App
TXN0000001393,CUST002619,2023-02-16 21:32:56,PROD000197,1,238.41,238.41,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000000364,CUST000783,2024-08-01 13:50:33,PROD000107,3,150.46,451.38,0.0,Debit Card,0.0,Completed,Website
TXN0000007980,CUST004385,2024-11-18 04:00:51,PROD000141,1,114.46,114.46,0.0,Credit Card,0.0,Completed,Website
TXN0000010850,CUST002669,2023-06-25 13:32:30,PROD000074,1,39.92,39.92,0.0,Apple Pay,6.72,Completed,Website
TXN0000006926,CUST000746,2023-02-21 05:50:25,PROD000150,1,329.51,329.51,0.0,Debit Card,0.0,Completed,Website
TXN0000004823,CUST000844,2023-10-24 01:24:19,PROD000175,1,195.71,195.71,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000022177,CUST001758,2024-09-17 06:40:37,PROD000142,1,276.48,246.87,29.61,PayPal,0.0,Completed,Website
TXN0000022797,CUST002450,2024-06-25 09:17:38,PROD000059,1,76.01,76.01,0.0,PayPal,0.0,Cancelled,Website
TXN0000004413,CUST001951,2023-01-25 22:26:45,PROD000130,1,175.16,175.16,0.0,Apple Pay,0.0,Completed,Website
TXN0000013647,CUST003071,2024-06-18 05:45:07,PROD000160,1,16.59,16.59,0.0,Google Pay,8.21,Completed,Website
TXN0000006663,CUST003054,2023-11-22 08:09:15,PROD000082,1,111.9,89.75,22.15,Google Pay,0.0,Completed,Mobile App
TXN0000020166,CUST003735,2023-02-10 03:33:00,PROD000015,1,419.19,419.19,0.0,Debit Card,0.0,Cancelled,Mobile App
TXN0000020357,CUST000782,2023-05-20 07:02:59,PROD000082,1,111.9,111.9,0.0,PayPal,0.0,Completed,In-Store
TXN0000007843,CUST002834,2023-07-27 16:04:10,PROD000196,1,198.0,198.0,0.0,Google Pay,0.0,Completed,Website
TXN0000008977,CUST000788,2023-01-01 17:43:03,PROD000074,1,39.92,39.92,0.0,Apple Pay,8.44,Completed,Website
TXN0000012656,CUST004832,2024-01-24 16:30:52,PROD000196,1,198.0,198.0,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000003545,CUST000285,2023-07-03 04:38:52,PROD000097,1,288.01,288.01,0.0,Debit Card,0.0,Completed,In-Store
TXN0000011829,CUST004621,2023-12-30 21:28:49,PROD000015,1,419.19,419.19,0.0,Apple Pay,0.0,Cancelled,Mobile App
TXN0000007202,CUST000613,2023-04-07 03:30:50,PROD000074,1,39.92,39.92,0.0,Credit Card,9.03,Completed,Mobile App
TXN0000011666,CUST003560,2024-08-22 22:56:52,PROD000163,2,197.26,394.52,0.0,Debit Card,0.0,Completed,Website
TXN0000001888,CUST000075,2023-03-17 17:26:37,PROD000120,1,160.76,137.6,23.16,Google Pay,0.0,Completed,Website
TXN0000021370,CUST003507,2024-11-04 04:53:58,PROD000015,1,419.19,330.04,89.15,Credit Card,0.0,Returned,Website
TXN0000009182,CUST004754,2023-09-12 11:42:40,PROD000015,1,419.19,350.65,68.54,PayPal,0.0,Cancelled,Website
TXN0000015280,CUST001722,2023-06-15 07:27:48,PROD000079,1,77.73,77.73,0.0,PayPal,0.0,Completed,Website
TXN0000001032,CUST002405,2024-08-21 09:44:05,PROD000160,1,16.59,16.59,0.0,Debit Card,9.63,Completed,Website
TXN0000013843,CUST003227,2023-12-29 12:20:17,PROD000077,1,49.31,44.4,4.91,Google Pay,10.14,Completed,Mobile App
TXN0000019053,CUST004984,2024-12-19 14:22:04,PROD000160,1,16.59,14.48,2.11,PayPal,6.67,Completed,Website
TXN0000023863,CUST003247,2023-03-20 14:53:44,PROD000051,1,204.56,172.71,31.85,Credit Card,0.0,Completed,Website
TXN0000022263,CUST003960,2024-06-11 13:08:56,PROD000054,3,297.4,892.2,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000010584,CUST004731,2024-07-05 09:18:22,PROD000023,1,81.25,81.25,0.0,Apple Pay,0.0,Returned,In-Store
TXN0000003762,CUST000458,2024-08-02 04:23:31,PROD000131,2,294.34,588.68,0.0,Apple Pay,0.0,Completed,Website
TXN0000006874,CUST003729,2023-03-28 20:02:35,PROD000194,2,233.52,392.45,74.59,PayPal,0.0,Completed,In-Store
TXN0000000501,CUST000711,2023-06-18 21:12:34,PROD000082,1,111.9,111.9,0.0,Apple Pay,0.0,Completed,Website
TXN0000019756,CUST002156,2024-07-10 16:02:04,PROD000051,1,204.56,204.56,0.0,Apple Pay,0.0,Completed,Website
TXN0000013633,CUST004989,2023-03-12 05:40:01,PROD000116,1,124.37,124.37,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000016555,CUST000988,2023-09-19 10:18:49,PROD000074,3,39.92,119.76,0.0,Google Pay,0.0,Completed,Website
TXN0000015257,CUST000489,2024-04-06 03:01:35,PROD000183,1,193.99,193.99,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000002182,CUST001939,2024-05-21 16:56:21,PROD000156,2,11.08,22.16,0.0,Google Pay,6.17,Completed,Mobile App
TXN0000021218,CUST000223,2023-10-04 14:42:49,PROD000013,1,334.47,287.91,46.56,Google Pay,0.0,Completed,Website
TXN0000022091,CUST002271,2023-08-22 21:01:58,PROD000051,1,204.56,182.0,22.56,Apple Pay,0.0,Completed,Website
TXN0000012384,CUST002591,2024-06-27 21:03:47,PROD000163,1,197.26,197.26,0.0,PayPal,0.0,Completed,In-Store
TXN0000013424,CUST003393,2023-03-07 13:08:07,PROD000020,1,223.82,223.82,0.0,Apple Pay,0.0,Completed,Website
TXN0000023489,CUST002466,2023-10-19 14:58:49,PROD000020,2,223.82,406.32,41.32,Credit Card,0.0,Completed,Website
TXN0000019483,CUST001725,2024-05-12 06:43:21,PROD000167,2,282.29,564.58,0.0,Google Pay,0.0,Returned,In-Store
TXN0000016307,CUST001405,2023-01-29 16:51:54,PROD000074,1,39.92,39.92,0.0,PayPal,13.85,Completed,Website
TXN0000000145,CUST001222,2024-03-19 08:54:55,PROD000180,1,23.4,23.4,0.0,Apple Pay,13.19,Completed,In-Store
TXN0000020305,CUST004110,2023-03-26 06:38:23,PROD000134,1,32.54,32.54,0.0,Google Pay,13.31,Completed,In-Store
TXN0000015886,CUST002215,2024-01-08 11:00:51,PROD000074,1,39.92,39.92,0.0,Apple Pay,6.27,Completed,Website
TXN0000020956,CUST001222,2023-12-31 15:04:43,PROD000085,1,229.32,229.32,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000020350,CUST001580,2024-10-13 14:48:19,PROD000095,1,201.2,201.2,0.0,Google Pay,0.0,Completed,Website
TXN0000005298,CUST001895,2023-07-16 01:37:02,PROD000074,1,39.92,39.92,0.0,Apple Pay,14.07,Completed,In-Store
TXN0000016690,CUST003716,2023-09-04 22:20:38,PROD000015,1,419.19,419.19,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000018263,CUST001340,2024-08-03 23:51:21,PROD000092,1,59.07,59.07,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000017565,CUST002169,2024-06-04 14:38:23,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,Mobile App
TXN0000016385,CUST002981,2023-02-11 15:37:00,PROD000015,3,419.19,1257.57,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000018962,CUST003797,2023-08-19 15:44:00,PROD000051,2,204.56,409.12,0.0,PayPal,0.0,Completed,Mobile App
TXN0000011268,CUST000453,2023-10-26 19:18:44,PROD000074,1,39.92,39.92,0.0,Google Pay,7.5,Completed,Mobile App
TXN0000024578,CUST003289,2024-05-07 16:57:56,PROD000051,1,204.56,204.56,0.0,Debit Card,0.0,Completed,Website
TXN0000001910,CUST004712,2024-05-02 19:23:38,PROD000051,1,204.56,204.56,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000007754,CUST004186,2023-07-30 11:07:56,PROD000174,1,46.5,46.5,0.0,PayPal,14.39,Completed,Mobile App
TXN0000013536,CUST003275,2023-09-19 11:02:25,PROD000001,1,323.46,278.36,45.1,Credit Card,0.0,Completed,Website
TXN0000010068,CUST004272,2023-02-03 03:50:52,PROD000094,1,159.21,159.21,0.0,Credit Card,0.0,Completed,Website
TXN0000006669,CUST003346,2023-08-18 20:42:16,PROD000015,1,419.19,419.19,0.0,Apple Pay,0.0,Completed,Website
TXN0000010355,CUST000815,2023-05-06 09:43:02,PROD000010,1,223.07,223.07,0.0,Google Pay,0.0,Returned,Website
TXN0000013364,CUST002117,2024-07-24 11:38:14,PROD000089,1,266.69,266.69,0.0,Credit Card,0.0,Completed,Website
TXN0000013606,CUST000601,2024-05-06 13:33:19,PROD000015,2,419.19,838.38,0.0,Debit Card,0.0,Completed,Website
TXN0000011791,CUST003319,2023-06-30 08:59:14,PROD000142,1,276.48,276.48,0.0,Google Pay,0.0,Completed,In-Store
TXN0000018679,CUST001510,2023-05-25 15:19:58,PROD000069,1,290.3,290.3,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000024810,CUST002044,2023-08-10 13:43:13,PROD000107,1,150.46,150.46,0.0,PayPal,0.0,Completed,Mobile App
TXN0000015234,CUST004272,2024-04-28 09:04:28,PROD000017,1,189.17,177.57,11.6,Debit Card,0.0,Completed,Website
TXN0000014996,CUST002116,2023-04-09 02:26:08,PROD000042,1,458.58,458.58,0.0,Debit Card,0.0,Completed,Website
TXN0000017087,CUST004625,2024-06-24 04:19:33,PROD000162,2,322.54,645.08,0.0,Google Pay,0.0,Cancelled,Website
TXN0000001680,CUST000449,2023-12-29 16:13:19,PROD000197,1,238.41,238.41,0.0,Credit Card,0.0,Completed,Website
TXN0000023625,CUST001456,2023-08-21 07:32:26,PROD000141,2,114.46,183.9,45.02,Credit Card,0.0,Completed,Mobile App
TXN0000000887,CUST002639,2023-04-30 21:29:21,PROD000185,1,144.95,144.95,0.0,Google Pay,0.0,Completed,Website
TXN0000003693,CUST002306,2023-02-09 03:33:31,PROD000116,1,124.37,124.37,0.0,Credit Card,0.0,Completed,Website
TXN0000021616,CUST003545,2024-01-28 04:43:30,PROD000020,1,223.82,223.82,0.0,Google Pay,0.0,Completed,Website
TXN0000003681,CUST002853,2024-08-26 22:22:41,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,In-Store
TXN0000011703,CUST001827,2024-03-06 03:42:45,PROD000074,1,39.92,39.92,0.0,PayPal,5.86,Completed,Website
TXN0000019560,CUST004850,2024-08-12 07:40:36,PROD000057,1,139.38,139.38,0.0,Apple Pay,0.0,Completed,Website
TXN0000015079,CUST003087,2024-12-25 02:44:00,PROD000187,1,271.67,271.67,0.0,Debit Card,0.0,Completed,Website
TXN0000005478,CUST004423,2023-02-26 14:26:22,PROD000142,2,276.48,552.96,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000018718,CUST001186,2024-06-19 23:04:55,PROD000015,1,419.19,419.19,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000002481,CUST001222,2023-06-23 17:24:31,PROD000082,2,111.9,223.8,0.0,PayPal,0.0,Completed,Website
TXN0000014773,CUST000903,2024-09-27 16:03:40,PROD000163,2,197.26,394.52,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000017274,CUST003319,2024-03-04 05:53:34,PROD000039,1,37.96,37.96,0.0,Credit Card,10.99,Completed,Website
TXN0000003424,CUST000185,2024-08-29 09:35:18,PROD000163,1,197.26,197.26,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000020570,CUST001984,2023-04-03 23:36:51,PROD000199,1,232.35,232.35,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000019161,CUST000678,2024-08-26 08:36:04,PROD000105,1,108.01,108.01,0.0,PayPal,0.0,Completed,Mobile App
TXN0000006389,CUST002284,2023-01-07 08:25:08,PROD000021,1,210.15,210.15,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000001464,CUST000565,2024-02-11 22:36:55,PROD000074,1,39.92,39.92,0.0,PayPal,10.16,Completed,Mobile App
TXN0000011665,CUST004452,2023-01-14 16:58:50,PROD000120,1,160.76,160.76,0.0,PayPal,0.0,Completed,Mobile App
TXN0000014203,CUST003002,2024-12-26 02:21:03,PROD000160,3,16.59,49.77,0.0,Credit Card,14.42,Completed,In-Store
TXN0000006169,CUST003210,2024-01-23 17:01:10,PROD000069,3,290.3,870.9,0.0,Debit Card,0.0,Completed,In-Store
TXN0000011788,CUST003437,2023-05-29 00:49:55,PROD000020,1,223.82,223.82,0.0,Credit Card,0.0,Cancelled,Mobile App
TXN0000006094,CUST003935,2024-12-11 02:38:46,PROD000021,1,210.15,210.15,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000003739,CUST003662,2024-06-29 18:37:14,PROD000015,2,419.19,683.79,154.59,Apple Pay,0.0,Completed,In-Store
TXN0000016551,CUST004670,2023-10-08 13:52:07,PROD000015,2,419.19,838.38,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000019313,CUST004891,2024-10-08 21:53:30,PROD000021,2,210.15,420.3,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000017115,CUST000760,2023-03-30 19:26:10,PROD000013,1,334.47,334.47,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000020017,CUST004967,2023-02-27 08:00:44,PROD000082,1,111.9,111.9,0.0,Apple Pay,0.0,Completed,Website
TXN0000015122,CUST003227,2023-11-02 02:34:28,PROD000082,1,111.9,111.9,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000001848,CUST000306,2024-11-09 09:31:18,PROD000172,1,363.36,363.36,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000005627,CUST000871,2023-04-26 09:29:24,PROD000015,2,419.19,787.63,50.75,Debit Card,0.0,Completed,Website
TXN0000009824,CUST002471,2023-07-13 00:28:49,PROD000197,1,238.41,223.53,14.88,PayPal,0.0,Completed,Mobile App
TXN0000024743,CUST003778,2023-09-26 07:35:01,PROD000077,1,49.31,49.31,0.0,Credit Card,14.06,Completed,Mobile App
TXN0000001293,CUST002479,2024-12-29 15:23:33,PROD000013,1,334.47,334.47,0.0,PayPal,0.0,Completed,Website
TXN0000003732,CUST003512,2023-07-18 04:56:41,PROD000045,3,128.39,385.17,0.0,Credit Card,0.0,Completed,In-Store
TXN0000021501,CUST001219,2024-10-06 13:54:59,PROD000072,1,74.91,74.91,0.0,PayPal,0.0,Completed,Website
TXN0000000832,CUST003490,2024-05-26 16:59:10,PROD000014,3,283.64,850.92,0.0,Google Pay,0.0,Completed,Website
TXN0000012859,CUST002639,2023-10-03 04:21:55,PROD000197,3,238.41,715.23,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000008664,CUST003550,2024-10-13 09:41:38,PROD000109,1,236.53,236.53,0.0,PayPal,0.0,Cancelled,Website
TXN0000011449,CUST001080,2023-01-15 18:06:07,PROD000015,1,419.19,419.19,0.0,Apple Pay,0.0,Returned,Mobile App
TXN0000002457,CUST003867,2024-10-29 01:15:35,PROD000081,1,87.32,87.32,0.0,Google Pay,0.0,Completed,Website
TXN0000022704,CUST000457,2024-01-09 12:42:42,PROD000074,1,39.92,35.33,4.59,Google Pay,5.96,Completed,Mobile App
TXN0000002353,CUST004889,2024-11-05 14:31:49,PROD000035,1,180.62,180.62,0.0,Debit Card,0.0,Completed,Website
TXN0000002933,CUST003930,2023-05-29 06:09:22,PROD000023,1,81.25,69.19,12.06,Google Pay,0.0,Completed,Mobile App
TXN0000017170,CUST004549,2024-02-19 15:12:46,PROD000013,1,334.47,334.47,0.0,Debit Card,0.0,Cancelled,Mobile App
TXN0000010587,CUST003771,2023-01-20 01:18:57,PROD000082,1,111.9,111.9,0.0,PayPal,0.0,Completed,Website
TXN0000016002,CUST004335,2024-07-14 12:13:08,PROD000128,1,346.71,346.71,0.0,Apple Pay,0.0,Completed,Website
TXN0000007067,CUST002601,2024-03-29 20:21:23,PROD000017,1,189.17,189.17,0.0,PayPal,0.0,Completed,In-Store
TXN0000004123,CUST001590,2023-08-28 20:18:42,PROD000095,1,201.2,151.44,49.76,Credit Card,0.0,Completed,Website
TXN0000021655,CUST000346,2023-05-24 14:24:43,PROD000134,1,32.54,30.56,1.98,Debit Card,10.39,Completed,Mobile App
TXN0000017685,CUST004621,2023-07-30 13:50:43,PROD000080,1,160.07,160.07,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000016625,CUST001376,2023-09-27 23:04:04,PROD000020,1,223.82,223.82,0.0,Google Pay,0.0,Completed,Website
TXN0000017036,CUST004742,2024-01-10 09:34:16,PROD000021,1,210.15,210.15,0.0,Google Pay,0.0,Completed,Website
TXN0000006140,CUST001151,2023-08-13 23:48:15,PROD000051,1,204.56,204.56,0.0,Credit Card,0.0,Cancelled,Website
TXN0000003809,CUST002926,2024-10-03 08:30:41,PROD000134,2,32.54,65.08,0.0,Credit Card,0.0,Completed,Website
TXN0000017493,CUST001726,2023-08-26 11:55:28,PROD000021,1,210.15,210.15,0.0,Credit Card,0.0,Completed,Website
TXN0000003137,CUST000374,2024-05-23 16:47:53,PROD000089,1,266.69,266.69,0.0,Debit Card,0.0,Completed,Website
TXN0000005009,CUST004748,2023-01-17 14:12:52,PROD000079,2,77.73,155.46,0.0,Google Pay,0.0,Completed,In-Store
TXN0000002561,CUST004468,2023-04-07 19:45:34,PROD000074,1,39.92,39.92,0.0,Credit Card,6.87,Completed,In-Store
TXN0000022421,CUST004517,2024-06-17 16:29:50,PROD000197,1,238.41,197.54,40.87,Google Pay,0.0,Completed,Website
TXN0000000017,CUST001392,2024-04-05 14:50:04,PROD000106,1,211.4,196.09,15.31,Apple Pay,0.0,Completed,Website
TXN0000002723,CUST002090,2023-09-21 18:44:30,PROD000015,2,419.19,838.38,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000015342,CUST001376,2023-09-04 05:01:20,PROD000089,2,266.69,533.38,0.0,Debit Card,0.0,Completed,Website
TXN0000021421,CUST001235,2024-01-03 14:27:28,PROD000196,1,198.0,198.0,0.0,Google Pay,0.0,Completed,Website
TXN0000013395,CUST001711,2023-07-24 04:48:48,PROD000153,1,191.62,191.62,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000002067,CUST004788,2023-02-28 11:26:08,PROD000146,1,207.56,185.59,21.97,Google Pay,0.0,Completed,Website
TXN0000014973,CUST001222,2023-06-11 12:00:17,PROD000163,1,197.26,197.26,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000017068,CUST002940,2023-08-13 17:04:02,PROD000178,1,110.18,110.18,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000004297,CUST001328,2024-03-28 04:12:21,PROD000095,1,201.2,201.2,0.0,Debit Card,0.0,Cancelled,In-Store
TXN0000008592,CUST004080,2023-08-23 06:29:38,PROD000112,1,281.74,281.74,0.0,Credit Card,0.0,Completed,Website
TXN0000018224,CUST004925,2024-08-04 08:15:01,PROD000151,1,153.42,153.42,0.0,Credit Card,0.0,Completed,Website
TXN0000013698,CUST003483,2024-11-23 16:17:46,PROD000082,1,111.9,111.9,0.0,Apple Pay,0.0,Completed,Website
TXN0000021512,CUST004628,2024-07-27 10:32:12,PROD000015,1,419.19,419.19,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000003696,CUST003229,2023-04-09 05:56:41,PROD000107,1,150.46,150.46,0.0,Google Pay,0.0,Completed,Website
TXN0000020605,CUST003780,2024-08-24 12:26:26,PROD000094,1,159.21,159.21,0.0,Apple Pay,0.0,Returned,Website
TXN0000017495,CUST000908,2023-01-30 16:32:21,PROD000051,1,204.56,176.93,27.63,Credit Card,0.0,Completed,Mobile App
TXN0000020762,CUST002855,2024-03-06 15:43:40,PROD000120,2,160.76,321.52,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000024440,CUST004731,2024-04-15 14:08:48,PROD000116,3,124.37,373.11,0.0,Credit Card,0.0,Completed,Website
TXN0000020645,CUST004108,2024-01-29 18:58:55,PROD000095,1,201.2,201.2,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000001638,CUST001187,2024-03-21 17:16:30,PROD000080,2,160.07,320.14,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000005615,CUST003408,2023-01-01 08:29:16,PROD000046,2,264.64,529.28,0.0,PayPal,0.0,Completed,Website
TXN0000021510,CUST004589,2023-09-28 14:43:17,PROD000155,1,166.3,166.3,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000013139,CUST004265,2023-02-11 17:05:18,PROD000013,1,334.47,334.47,0.0,Google Pay,0.0,Completed,Website
TXN0000021439,CUST000730,2023-06-19 07:54:20,PROD000015,2,419.19,838.38,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000023186,CUST001150,2023-02-28 16:16:37,PROD000074,1,39.92,39.92,0.0,Apple Pay,12.12,Completed,Mobile App
TXN0000006174,CUST000575,2024-05-02 17:17:07,PROD000045,1,128.39,128.39,0.0,Apple Pay,0.0,Completed,Website
TXN0000020056,CUST003888,2023-02-10 06:34:44,PROD000051,1,204.56,204.56,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000009955,CUST003106,2023-11-03 12:48:09,PROD000134,1,32.54,27.7,4.84,Credit Card,10.61,Completed,In-Store
TXN0000017682,CUST001348,2024-03-08 03:07:38,PROD000013,1,334.47,334.47,0.0,Debit Card,0.0,Completed,In-Store
TXN0000010261,CUST003220,2023-05-26 07:33:20,PROD000013,1,334.47,334.47,0.0,PayPal,0.0,Completed,Mobile App
TXN0000015501,CUST001743,2023-09-21 23:53:37,PROD000179,1,279.83,256.04,23.79,Debit Card,0.0,Completed,Mobile App
TXN0000018383,CUST001408,2023-02-15 17:17:10,PROD000015,1,419.19,419.19,0.0,Apple Pay,0.0,Completed,Website
TXN0000015236,CUST002132,2023-02-11 20:45:59,PROD000095,1,201.2,201.2,0.0,PayPal,0.0,Completed,Website
TXN0000009802,CUST003139,2024-11-13 10:24:48,PROD000091,1,47.99,47.99,0.0,Apple Pay,5.13,Completed,Website
TXN0000023855,CUST001878,2024-12-19 22:43:47,PROD000142,1,276.48,276.48,0.0,Apple Pay,0.0,Completed,Website
TXN0000012799,CUST000051,2023-11-03 13:23:44,PROD000051,2,204.56,409.12,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000014997,CUST003595,2024-05-04 17:33:41,PROD000134,1,32.54,32.54,0.0,Debit Card,6.79,Completed,Website
TXN0000021246,CUST000144,2023-04-27 17:42:12,PROD000167,1,282.29,282.29,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000008058,CUST000174,2024-04-30 14:50:19,PROD000051,2,204.56,409.12,0.0,Debit Card,0.0,Completed,Website
TXN0000001119,CUST000124,2023-04-16 08:53:44,PROD000082,1,111.9,111.9,0.0,PayPal,0.0,Completed,Website
TXN0000007103,CUST003277,2023-11-23 16:07:54,PROD000054,1,297.4,297.4,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000002247,CUST000592,2023-09-09 04:14:17,PROD000124,2,432.11,864.22,0.0,PayPal,0.0,Completed,Website
TXN0000008772,CUST001255,2024-10-27 16:12:31,PROD000079,1,77.73,77.73,0.0,PayPal,0.0,Completed,In-Store
TXN0000004494,CUST002727,2023-11-25 07:05:02,PROD000144,1,224.37,171.29,53.08,Debit Card,0.0,Completed,Mobile App
TXN0000000411,CUST004479,2023-08-21 03:05:48,PROD000131,2,294.34,588.68,0.0,Google Pay,0.0,Completed,Website
TXN0000019409,CUST003863,2024-06-16 05:59:03,PROD000120,1,160.76,160.76,0.0,Credit Card,0.0,Completed,Website
TXN0000022182,CUST003968,2024-09-06 07:35:51,PROD000079,1,77.73,77.73,0.0,Credit Card,0.0,Returned,Website
TXN0000007030,CUST004444,2024-06-13 20:46:04,PROD000172,1,363.36,363.36,0.0,Google Pay,0.0,Completed,Website
TXN0000002244,CUST002388,2023-12-25 06:03:32,PROD000081,1,87.32,87.32,0.0,PayPal,0.0,Completed,Website
TXN0000010715,CUST002154,2023-04-21 12:52:56,PROD000071,1,18.01,15.69,2.32,PayPal,5.73,Cancelled,In-Store
